,filename,shot_id,begin,end,transcript
365,5531550228324592939.xml,366,1016.13,1018.23,"I am not...  What, jealous or a fag hag?"
366,5531550228324592939.xml,367,1018.24,1019.07,"Don't kid yourself, you're both.  Get down the airport lounges."
367,5531550228324592939.xml,368,1019.08,1020.04,
368,5531550228324592939.xml,369,1020.05,1020.21,
369,5531550228324592939.xml,370,1020.22,1021.04,
370,5531550228324592939.xml,371,1021.05,1021.21,
371,5531550228324592939.xml,372,1021.22,1025.02,I bet there's loads of desperate  old men looking for company. Old men are so last year.
372,5531550228324592939.xml,373,1025.03,1026.07,
373,5531550228324592939.xml,374,1026.08,1028.16,"Hey, why don't you spike  Muslim boy's drink? I dare you."
374,5531550228324592939.xml,375,1028.17,1030.02,
375,5531550228324592939.xml,376,1030.03,1034.24,
376,5531550228324592939.xml,377,1035.0,1035.11,
377,5531550228324592939.xml,378,1035.12,1036.06,
378,5531550228324592939.xml,379,1036.07,1040.18,"Mo, what are you calling for?  BABY CRIES"
379,5531550228324592939.xml,380,1040.19,1041.09,"What are you calling for, Mo? "
380,5531550228324592939.xml,381,1041.1,1049.12,"I've just got her off to sleep!  Lily, who else?! "
381,5531550228324592939.xml,382,1049.13,1050.19,What? What have you done? 
382,5531550228324592939.xml,383,1050.2,1073.03,"She's a fast worker,  I'll give her that. Bit muscley, in't he?  Ere, what d'you think? About what?  Him? Oh, he's not really my type.  What, good-looking's not your type? You need to set your sights a bit higher. No, it's all about the personality,  isn't it? We're talking men, not family pets.  He's perfect for you. Single,  and doesn't speak a word of English."
383,5531550228324592939.xml,384,1073.04,1074.17,"Then how do you know he's single?  Single is single in any language, babes. Don't tell me you wouldn't."
384,5531550228324592939.xml,385,1074.18,1077.02,
385,5531550228324592939.xml,386,1077.03,1079.13,"I'm in a committed relationship,  thank you."
386,5531550228324592939.xml,387,1079.14,1084.24,"A good woman could change that.  Know any, do you? "
387,5531550228324592939.xml,388,1085.0,1088.05,
388,5531550228324592939.xml,389,1088.06,1097.04,"You want some of this, do ya?  Show me what you've got! "
389,5531550228324592939.xml,390,1097.05,1098.02,
390,5531550228324592939.xml,391,1098.03,1099.04,
391,5531550228324592939.xml,392,1099.05,1101.22,
392,5531550228324592939.xml,393,1101.23,1103.06,
393,5531550228324592939.xml,394,1103.07,1106.19,
394,5531550228324592939.xml,395,1106.2,1107.21,
395,5531550228324592939.xml,396,1107.22,1109.21,
396,5531550228324592939.xml,397,1109.22,1110.2,
397,5531550228324592939.xml,398,1110.21,1112.01,"Mum!  Jean Slater, you dark horse! You look great."
398,5531550228324592939.xml,399,1112.02,1113.23,
399,5531550228324592939.xml,400,1113.24,1115.22,
400,5531550228324592939.xml,401,1115.23,1117.15,"Oh, just something I threw on. "
401,5531550228324592939.xml,402,1117.16,1119.17,Looking good. 
402,5531550228324592939.xml,403,1119.18,1126.03,They're acting  like they own the place. I'm sure there's a padded cell  somewhere with all their names on it. Want a drink?
403,5531550228324592939.xml,404,1126.04,1136.16,"My kid hasn't just died  and my husband could squash you. Fair enough,  just after a bit of company."
404,5531550228324592939.xml,405,1136.17,1144.04,"Go on. I'm an easy touch.  # Kenny Brown, Bobby Moore  Johnny Byrne. # BABY CRIES"
405,5531550228324592939.xml,406,1144.05,1149.19,And Sissons.  Great player he was as well.
406,5531550228324592939.xml,407,1149.2,1151.16,
407,5531550228324592939.xml,408,1151.17,1152.2,"Come on, Stacey, pick up, will you? "
408,5531550228324592939.xml,409,1152.21,1153.24,
409,5531550228324592939.xml,410,1154.0,1154.22,
410,5531550228324592939.xml,411,1154.23,1155.07,
411,5531550228324592939.xml,412,1155.08,1156.04,
412,5531550228324592939.xml,413,1156.05,1169.0,"I've been following this beautiful  one. There she is, eh! Right, what d'you want to drink?  Couple of slammers. I'll have a lager,  and a water for the lady. Why ain't you at the Cellar? It went quiet after the football.  The TV got the punters in, then?"
413,5531550228324592939.xml,414,1169.01,1173.08,"Yeah. The TV went off,  and then the punters left."
414,5531550228324592939.xml,415,1173.09,1173.15,
415,5531550228324592939.xml,416,1173.16,1174.18,
416,5531550228324592939.xml,417,1174.19,1175.04,
417,5531550228324592939.xml,418,1175.05,1176.12,"Evening, Pat.  Evening."
418,5531550228324592939.xml,419,1176.13,1177.12,
419,5531550228324592939.xml,420,1177.13,1181.12,"Mo's got trouble at the bingo.  What a shame.  Yeah, well she's not feeling well."
420,5531550228324592939.xml,421,1181.13,1184.13,"Two for one night, is it?  I think something like that. Anyway,  she said the wine was a bit off."
421,5531550228324592939.xml,422,1184.14,1186.22,
422,5531550228324592939.xml,423,1186.23,1189.13,"Don't you just hate it when that  happens? Apparently it made her dizzy and she got on the stage, dancing."
423,5531550228324592939.xml,424,1189.14,1191.05,
424,5531550228324592939.xml,425,1191.06,1196.11,"I've got to go and pick her up  on the bus, and I can't get hold of Stacey, and I don't want take Lily."
425,5531550228324592939.xml,426,1196.12,1197.1,
426,5531550228324592939.xml,427,1197.11,1201.09,"I don't blame you.  Yeah, well I'll be back as soon as I can."
427,5531550228324592939.xml,428,1201.1,1203.08,"No, no, no! Charlie, no. "
428,5531550228324592939.xml,429,1203.09,1206.11,"If she wakes, give her that.  It's her favourite. All right?"
429,5531550228324592939.xml,430,1206.12,1208.04,"Charlie, I've already got enough kids  in the house as it is, thank you. Pat, you're a saint."
430,5531550228324592939.xml,431,1208.05,1211.13,
431,5531550228324592939.xml,432,1211.14,1212.02,
432,5531550228324592939.xml,433,1212.03,1214.09,
433,5531550228324592939.xml,434,1214.1,1218.02,"Oh, Lord. "
434,5531550228324592939.xml,435,1218.03,1226.04,What we drinking to?  What am  I drinking to? You're all dressed up.  You on your own? I'm with the girls.
435,5531550228324592939.xml,436,1226.05,1227.11,
436,5531550228324592939.xml,437,1227.12,1229.21,
437,5531550228324592939.xml,438,1229.22,1232.17,You didn't come out like that  to spend the night with the girls. Like what?
438,5531550228324592939.xml,439,1232.18,1236.0,"Listen, why don't me and you  go somewhere else, eh?"
439,5531550228324592939.xml,440,1236.01,1237.12,
440,5531550228324592939.xml,441,1237.13,1238.19,Only keep it to yourself this time. 
441,5531550228324592939.xml,442,1238.2,1241.07,
442,5531550228324592939.xml,443,1241.08,1243.02,
443,5531550228324592939.xml,444,1243.03,1245.03,You're not going to get  a better offer.
444,5531550228324592939.xml,445,1245.04,1249.16,"I'm with my family, thank you.  Look, don't play hard to get, all  right, cos I won't ask you again."
445,5531550228324592939.xml,446,1249.17,1253.09,"Mum, Kat wants an apple juice  instead of a water. What's the matter?"
446,5531550228324592939.xml,447,1253.1,1255.03,
447,5531550228324592939.xml,448,1255.04,1257.17,Here. I'm going home.  What? You get the drinks. I'm going home.  What have you said? Nothing.
448,5531550228324592939.xml,449,1257.18,1258.12,
449,5531550228324592939.xml,450,1258.13,1260.24,
450,5531550228324592939.xml,451,1261.0,1261.21,
451,5531550228324592939.xml,452,1261.22,1263.18,"No, I ain't finished with you yet.  He didn't do anything."
452,5531550228324592939.xml,453,1263.19,1264.19,
453,5531550228324592939.xml,454,1264.2,1265.21,
454,5531550228324592939.xml,455,1265.22,1266.22,"Nobody asked you.  Stacey, please."
455,5531550228324592939.xml,456,1266.23,1268.2,"Yeah, yeah. Clear off, Stacey.  You want to take this outside?"
456,5531550228324592939.xml,457,1268.21,1269.22,
457,5531550228324592939.xml,458,1269.23,1274.06,I'm happy to.  We got a problem here? This has got nothing to do  with you. Want to bet?
458,5531550228324592939.xml,459,1274.07,1276.07,"Oi, people, what are you doing? "
459,5531550228324592939.xml,460,1276.08,1276.2,
460,5531550228324592939.xml,461,1276.21,1277.11,"It's supposed to be a quiet  evening. Come on, Janice."
461,5531550228324592939.xml,462,1277.12,1282.18,"This weasel just said  something about Mum. Who you calling a weasel, eh? Who d'you lot think you are giving  it the biggun'? The Slaters, ooh(!)"
462,5531550228324592939.xml,463,1282.19,1292.14,"Don't make me laugh.  I am a Mitchell! You're a drunk!  Oi, Kat, d'you want to sit down? Jean, come and dance.  That all right, Stace?"
463,5531550228324592939.xml,464,1292.15,1294.24,You see the daggers  Janine keeps giving us?
464,5531550228324592939.xml,465,1295.0,1297.16,
465,5531550228324592939.xml,466,1297.17,1299.05,
466,5531550228324592939.xml,467,1299.06,1300.14,"What, after she done to Stace?  He's right, Kat, we came out for fun."
467,5531550228324592939.xml,468,1300.15,1306.17,"You all right, June?  Yeah, course she is! She's smoking. Come on, let's have a dance.  No, thank you."
468,5531550228324592939.xml,469,1306.18,1308.05,"I just want to go home. Charlie'll  be knee deep in nappies by now. Right, well, I'll come with you."
469,5531550228324592939.xml,470,1308.06,1309.18,
470,5531550228324592939.xml,471,1309.19,1311.1,
471,5531550228324592939.xml,472,1311.11,1314.13,"No, I'm fine, really.  You two stay as late as you like."
472,5531550228324592939.xml,473,1314.14,1315.18,
473,5531550228324592939.xml,474,1315.19,1316.23,
474,5531550228324592939.xml,475,1316.24,1319.15,Thanks for backing me up.  That's all right.
475,5531550228324592939.xml,476,1319.16,1322.17,It's good to know  who you can rely on.
476,5531550228324592939.xml,477,1322.18,1325.09,"Yeah. Yeah, it is. And people like  that need putting in their place."
477,5531550228324592939.xml,478,1325.1,1326.12,
478,5531550228324592939.xml,479,1326.13,1328.04,
479,5531550228324592939.xml,480,1328.05,1329.19,"Drinks. More drinks, please. "
480,5531550228324592939.xml,481,1329.2,1331.18,
481,5531550228324592939.xml,482,1331.19,1333.19,
482,5531550228324592939.xml,483,1333.2,1335.11,
483,5531550228324592939.xml,484,1335.12,1336.24,
484,5531550228324592939.xml,485,1337.0,1339.18,Maybe a nice walk'll  quieten her down a bit.
485,5531550228324592939.xml,486,1339.19,1343.11,"Oh, thanks, Bianca.  I want to be here  when my mum gets back."
486,5531550228324592939.xml,487,1343.12,1347.15,Right. Fine. 
487,5531550228324592939.xml,488,1347.16,1353.16,"Come on, little lady,  let's go for a walk."
488,5531550228324592939.xml,489,1353.17,1356.09,We might even find your mum. 
489,5531550228324592939.xml,490,1356.1,1357.2,
490,5531550228324592939.xml,491,1357.21,1360.1,
491,5531550228324592939.xml,492,1360.11,1361.23,
492,5531550228324592939.xml,493,1361.24,1362.22,
493,5531550228324592939.xml,494,1362.23,1363.2,
494,5531550228324592939.xml,495,1363.21,1364.22,
495,5531550228324592939.xml,496,1364.23,1365.07,
496,5531550228324592939.xml,497,1365.08,1366.16,
497,5531550228324592939.xml,498,1366.17,1371.11,"Here we go, one orange juice  and one vodka and tonic."
498,5531550228324592939.xml,499,1371.12,1373.07,"Thanks, babe. "
499,5531550228324592939.xml,500,1373.08,1375.24,"I tell you, you want to watch Billy. "
500,5531550228324592939.xml,501,1376.0,1378.17,that order when all this drama's  going on. SYED RETCHES
501,5531550228324592939.xml,502,1378.18,1380.11,
502,5531550228324592939.xml,503,1380.12,1381.24,What's wrong?  There's something in that.
503,5531550228324592939.xml,504,1382.0,1383.02,
504,5531550228324592939.xml,505,1383.03,1388.18,"You've put vodka in it,  you silly cow. No, I do not think so. Really? "
505,5531550228324592939.xml,506,1388.19,1391.01,Did you do that on purpose?  Why would I do something like that?
506,5531550228324592939.xml,507,1391.02,1392.07,
507,5531550228324592939.xml,508,1392.08,1395.04,"You did. You did it on purpose.  Oh, all right.  Look, I didn't think he'd notice."
508,5531550228324592939.xml,509,1395.05,1397.0,
509,5531550228324592939.xml,510,1397.01,1397.24,"I just thought he could maybe,  you know, loosen up a little bit."
510,5531550228324592939.xml,511,1398.0,1399.2,
511,5531550228324592939.xml,512,1399.21,1400.11,"Party!  Come on, we're going. No, it's all right..."
512,5531550228324592939.xml,513,1400.12,1400.14,
513,5531550228324592939.xml,514,1400.15,1402.06,
514,5531550228324592939.xml,515,1402.07,1404.09,"No, it's not all right. He doesn't  need alcohol to loosen up."
515,5531550228324592939.xml,516,1404.1,1406.1,"Who d'you think you are,  spiking someone's drink?"
516,5531550228324592939.xml,517,1406.11,1409.1,"What is it, get the Muslim boy drunk,  have a laugh? You are bang out of order, Rox."
517,5531550228324592939.xml,518,1409.11,1417.16,"I'm sorry, OK, I'm sorry.  Let's just... We'll forget it. No. No. I am leaving with my  boyfriend, my life partner."
518,5531550228324592939.xml,519,1417.17,1418.24,
519,5531550228324592939.xml,520,1419.0,1420.1,"That's life, Rox. Get cool with it,  else you'll be out of it."
520,5531550228324592939.xml,521,1420.11,1421.17,
521,5531550228324592939.xml,522,1421.18,1422.1,
522,5531550228324592939.xml,523,1422.11,1422.18,
523,5531550228324592939.xml,524,1422.19,1423.18,
524,5531550228324592939.xml,525,1423.19,1426.17,
525,5531550228324592939.xml,526,1426.18,1427.23,
526,5531550228324592939.xml,527,1427.24,1429.02,Don't tell me that you actually  went through with it? It's such a shame that I didn't marry your dad.
527,5531550228324592939.xml,528,1429.03,1429.17,
528,5531550228324592939.xml,529,1429.18,1430.1,
529,5531550228324592939.xml,530,1430.11,1432.14,
530,5531550228324592939.xml,531,1432.15,1434.21,Christmases would have been so  much fun with gullible ole' you!
531,5531550228324592939.xml,532,1434.22,1435.09,
532,5531550228324592939.xml,533,1435.1,1436.01,
533,5531550228324592939.xml,534,1436.02,1439.16,"D'you want a drink?  No, you're all right. I'm in  a round, so let me get you one."
534,5531550228324592939.xml,535,1439.17,1445.14,"Better not, eh?  Don't want to upset the Kat."
535,5531550228324592939.xml,536,1445.15,1451.11,"Sit down.  No, I'm fine, really. Where've you been?  Just a quiet drink."
536,5531550228324592939.xml,537,1451.12,1453.15,"Yeah, looks like it(!) "
537,5531550228324592939.xml,538,1453.16,1454.09,I've been looking all over Walford.  Found her by the swings.
538,5531550228324592939.xml,539,1454.1,1455.09,
539,5531550228324592939.xml,540,1455.1,1470.24,"Oh, Mum, not in the washing up!  I'll go and grab a bucket  and some towels, all right? Sorry. It's all right. You shouldn't have to outlive  your babies, should ya?"
540,5531550228324592939.xml,541,1471.0,1476.07,It's so final. 
541,5531550228324592939.xml,542,1476.08,1503.04,"No second chance.  You just got to think  that you were a good mum and that he did love you.  Come on. Will you...  thank Ricky for looking after me?  Yeah, that's what he's here for,  to look after us. He's one of the good guys, eh?  He's all right.  Come on, let's get you up. "
